Apparel_hashtag,Apparel_rank_today,Apparel_rank_prev_state,Apparel_rank_delta,Beauty_Personal_Care_hashtag,Beauty_Personal_Care_rank_today,Beauty_Personal_Care_rank_prev_state,Beauty_Personal_Care_rank_delta,Financial_Services_hashtag,Financial_Services_rank_today,Financial_Services_rank_prev_state,Financial_Services_rank_delta,Food_Beverage_hashtag,Food_Beverage_rank_today,Food_Beverage_rank_prev_state,Food_Beverage_rank_delta,Home_Improvement_hashtag,Home_Improvement_rank_today,Home_Improvement_rank_prev_state,Home_Improvement_rank_delta,Tech_Electronics_hashtag,Tech_Electronics_rank_today,Tech_Electronics_rank_prev_state,Tech_Electronics_rank_delta,Vehicle_Transportation_hashtag,Vehicle_Transportation_rank_today,Vehicle_Transportation_rank_prev_state,Vehicle_Transportation_rank_delta
funnyrelatable,33,50,17,beautycreator,57,79,22,globaleconomy,35,55,20,disnevland,55,77,22,,,,,contentcreatorgear,60,92,32,militarytech,67,91,24
jellybra,63,74,11,yczperfume,63,82,19,moneytalk,20,31,11,crawfishseason,43,63,20,,,,,smarttech,38,67,29,auctions,57,75,18
temuhaul,79,89,10,lorealistar,52,68,16,tradingview,58,63,5,disnevlandparis,57,76,19,,,,,fitnesswatch,49,78,29,leanrig🛝,65,83,18
workbag,83,93,10,waxjugasmr,61,77,16,taxhelp,85,90,5,krispykreme,63,80,17,,,,,raspberrypi,69,97,28,wash,46,63,17
graphictee,68,77,9,selftan,23,38,15,grantfunding,39,42,3,strawberryacai,60,75,15,,,,,airpodcase,50,75,25,technician,56,71,15
yogapants,73,80,7,skinbarrier,25,40,15,moneygoals,62,65,3,daycareprovider,42,52,10,,,,,preppertok,44,68,24,sbr,62,77,15
gymshorts,90,96,6,eadem,65,80,15,tradingforbeginners,93,95,2,proteindrink,71,81,10,,,,,coolhill,65,89,24,mecanicaautomotriz,66,80,14
platformsandals,91,97,6,garnierpartner,38,51,13,taxseason,2,3,1,girlscoutcookies,36,45,9,,,,,grabadora,67,86,19,maybach,70,84,14
mothersdaygiftideas,46,51,5,paronychia,76,89,13,llc,4,4,0,whataburger,61,70,9,,,,,arduino,83,99,16,dadlore,76,89,13
minimalbeauty,15,19,4,washday,29,41,12,homebuyingtips,10,10,0,fundrinks,80,89,9,,,,,aquasonic,64,77,13,sirius,82,95,13
stpatricks,45,49,4,peekaboo,59,71,12,mortgagetips,12,12,0,lamb,56,62,6,,,,,portablepower,51,62,11,tracker,77,87,10
finelinetattoo,62,65,3,makeuphack,24,35,11,realestateeducation,40,40,0,shirleytemple,76,82,6,,,,,translator,59,69,10,modesto,25,33,8
bedazzled,41,43,2,onlyolay,88,99,11,financial,50,50,0,crunchy,19,24,5,,,,,audiogear,73,83,10,mobilemechanic,30,38,8
leopard,61,63,2,tummytuck,37,47,10,taxes,3,2,-1,ceviche,34,39,5,,,,,fastcharge,17,23,6,gmt900,50,58,8
flipflops,70,72,2,minoxidil,56,66,10,tjr,6,5,-1,smashburger,54,58,4,,,,,tecno,54,60,6,squatedtrucks🤮,32,39,7
cleanaesthetic,10,11,1,selftanner,40,49,9,homeownership,7,6,-1,muffins,23,26,3,,,,,diypower,58,64,6,daytona,3,9,6
goldenhourvibes,19,20,1,tanningbed,45,54,9,homebuying,8,7,-1,iftar,11,13,2,,,,,iphone18,93,98,5,usaf,34,40,6
promdress,29,30,1,daretowonder,75,84,9,irs,9,8,-1,lonche,13,15,2,,,,,prepper,14,18,4,firstcar,39,45,6
metaglasses,31,32,1,cleanskinclub,46,53,7,taxrefund,14,13,-1,jelly,33,35,2,,,,,packagingmachine,29,33,4,carproblems,38,43,5
henna,59,60,1,matureskinmakeup,53,60,7,digitalmartketing,81,80,-1,coconutwater,92,94,2,,,,,cargadorportátil,37,41,4,luxurysuv,41,46,5
spring,1,1,0,bodywash,17,23,6,onlineincome,11,9,-2,proteinbar,15,16,1,,,,,emergencyprep,46,50,4,carwrap,48,53,5
tiktokshopstockup,2,2,0,esteticista,70,75,5,dollargeneral,13,11,-2,breadtok,20,21,1,,,,,s26ultra,6,9,3,minitruck,51,56,5
bikini,3,3,0,photobooth,15,19,4,earnmoneyfromhome,16,14,-2,fundrink,37,38,1,,,,,poweroutage,8,11,3,highdesert,55,60,5
springfashion,4,4,0,pielbonita,20,24,4,buildinpublic,28,26,-2,yogurtbowl,45,46,1,,,,,techtrends,22,25,3,scat,71,76,5
swimsuit,5,5,0,lipcombotutorial,33,37,4,blueprint,22,19,-3,frozenyogurt,82,83,1,,,,,cleanair,26,29,3,dealershiptok,81,86,5
weeklydeals,6,6,0,eyecare,55,59,4,taxtips,19,15,-4,worldoffrozen,1,1,0,,,,,tripode,45,47,2,gasolina,17,21,4
naturalglow,12,12,0,burmesecurly,58,62,4,finances,26,21,-5,disneyadventureworld,2,2,0,,,,,macbook,2,3,1,swm,19,23,4
softaesthetic,13,13,0,mouthwash,42,45,3,homesellingtips,42,37,-5,pizza,3,3,0,,,,,battery,4,5,1,sprinter,40,44,4
confidentvibes,17,17,0,gopure,47,50,3,crm,88,83,-5,burger,4,4,0,,,,,privacy,7,8,1,carhacks,14,17,3
slaymode,18,18,0,hiperpigmentacion,60,63,3,memecoins,24,18,-6,7brew,7,7,0,,,,,solarcharger,18,19,1,tint,23,26,3
twopieceset,24,24,0,sensitiveskincare,64,67,3,impuestos,30,24,-6,chicagofood,44,44,0,,,,,datacenter,23,24,1,autoaccessories,59,62,3
temufinds,44,44,0,trim,12,14,2,realestateinvestor,23,16,-7,fajitas,97,97,0,,,,,samsungs26ultra,25,26,1,tooltok,11,13,2
heydude,56,56,0,brazilianwax,18,20,2,founderlife,27,20,-7,alani,6,5,-1,,,,,surveillance,31,32,1,squatttedtrucks🤢,20,22,2
wirelessbra,58,58,0,pixie,32,34,2,integrity,29,22,-7,chicagorestaurants,72,71,-1,,,,,innovation,1,1,0,bunker,52,54,2
belt,64,64,0,bedazzling,54,56,2,swc,69,62,-7,dutchbros,8,6,-2,,,,,robotics,12,12,0,ambientlight,68,70,2
