Apparel_hashtag,Apparel_rank_today,Apparel_rank_prev_state,Apparel_rank_delta,Beauty_Personal_Care_hashtag,Beauty_Personal_Care_rank_today,Beauty_Personal_Care_rank_prev_state,Beauty_Personal_Care_rank_delta,Financial_Services_hashtag,Financial_Services_rank_today,Financial_Services_rank_prev_state,Financial_Services_rank_delta,Food_Beverage_hashtag,Food_Beverage_rank_today,Food_Beverage_rank_prev_state,Food_Beverage_rank_delta,Home_Improvement_hashtag,Home_Improvement_rank_today,Home_Improvement_rank_prev_state,Home_Improvement_rank_delta,Tech_Electronics_hashtag,Tech_Electronics_rank_today,Tech_Electronics_rank_prev_state,Tech_Electronics_rank_delta,Vehicle_Transportation_hashtag,Vehicle_Transportation_rank_today,Vehicle_Transportation_rank_prev_state,Vehicle_Transportation_rank_delta
giftforhim,24,52,28,cuidadohair,39,60,21,trusts,32,55,23,caffeineaddiction,43,66,23,,,,,portablewifi,30,84,54,snowplowing,65,93,28
winterfit,76,98,22,femininehygiene,33,53,20,fintok,39,62,23,highproteinbreakfast,82,99,17,,,,,smarttech,51,76,25,everythingautos,72,91,19
prom2026,70,89,19,cosmetologystudent,63,83,20,banklogstut,45,64,19,greekyogurt,56,72,16,,,,,ledscreen,57,81,24,cartech,55,73,18
workoutset,78,94,16,drdent,78,92,14,topstep,51,69,18,snackplate,65,80,15,,,,,phonechargerstand,36,52,16,carsforsale,40,52,12
babyessentials,50,64,14,crecimientodepelo,26,36,10,easymoneyallday,78,94,16,cottagecheese,63,75,12,,,,,7in1chargingstation,67,83,16,madeinjapan,11,22,11
thrifttok,67,80,13,estheticiantiktok,9,17,8,realestateeducation,64,77,13,overnightoats,72,83,11,,,,,waterheater,78,94,16,femaletrucker,51,62,11
warm,48,60,12,productosdecabello,29,37,8,contentstrategy,13,25,12,popcorn,11,16,5,,,,,datacenter,63,78,15,autodetailingsupplies,69,80,11
gloves,54,66,12,ghkcu,57,65,8,propfirm,65,76,11,courtneycook,29,34,5,,,,,magnetictripod,79,93,14,restored,73,82,9
thriftwithme,84,96,12,hairserum,66,70,4,livingtrust,19,29,10,latteart,50,54,4,,,,,powerstrip,56,69,13,caressentials,20,28,8
coldweather,7,18,11,ultabeauty,7,10,3,cpa,44,54,10,bonebroth,90,94,4,,,,,actioncamera,35,47,12,ambientlight,59,66,7
giftideasforher,64,75,11,redlighttherapy,21,24,3,taxtime,56,63,7,meat,22,25,3,,,,,techdeals,49,58,9,odessa,29,34,5
handmadegifts,86,97,11,hairproduct,36,39,3,taxtok,25,31,6,sourpatchkids,77,79,2,,,,,electrickettle,91,100,9,11thgencivic,66,71,5
rhinestones,90,100,10,lashlift,79,82,3,founderstory,42,48,6,castiron,94,96,2,,,,,munbyn,43,51,8,snowremoval,16,20,4
holidayhaul,44,53,9,tummytuck,62,64,2,shopify,15,20,5,kitchenhacks,6,7,1,,,,,magneticcharger,18,24,6,sanddunes,75,79,4
christmasgift,75,84,9,whiteningstrips,30,31,1,finance101,28,33,5,costcofinds,14,15,1,,,,,bloodpressurecheck,75,80,5,minicooper,96,100,4
blackfriday,22,30,8,selftan,65,66,1,taxprofessional,33,38,5,cookingtips,40,41,1,,,,,wifiextender,20,23,3,carhacks,8,11,3
winterfashion,12,19,7,blush,13,13,0,incometax,34,39,5,kitchengadgetmusthave,61,62,1,,,,,tmobile,47,50,3,carmount,36,39,3
