Apparel_hashtag,Apparel_rank_today,Apparel_rank_prev_state,Apparel_rank_delta,Beauty_Personal_Care_hashtag,Beauty_Personal_Care_rank_today,Beauty_Personal_Care_rank_prev_state,Beauty_Personal_Care_rank_delta,Financial_Services_hashtag,Financial_Services_rank_today,Financial_Services_rank_prev_state,Financial_Services_rank_delta,Food_Beverage_hashtag,Food_Beverage_rank_today,Food_Beverage_rank_prev_state,Food_Beverage_rank_delta,Home_Improvement_hashtag,Home_Improvement_rank_today,Home_Improvement_rank_prev_state,Home_Improvement_rank_delta,Tech_Electronics_hashtag,Tech_Electronics_rank_today,Tech_Electronics_rank_prev_state,Tech_Electronics_rank_delta,Vehicle_Transportation_hashtag,Vehicle_Transportation_rank_today,Vehicle_Transportation_rank_prev_state,Vehicle_Transportation_rank_delta
piercingtok,88,98,10,makeuptutorials,73,100,27,efficiency,32,57,25,pandaexpress,58,85,27,,,,,summerhack,57,85,28,ceramic,79,94,15
bikiniseason,63,70,7,skincaretok,68,78,10,swc,60,75,15,bloompop,73,98,25,,,,,filament,32,50,18,mecanico,52,66,14
quietluxury,80,87,7,haircaretipsa,77,86,9,orderflow,86,100,14,africanfood,77,99,22,,,,,fitnesswatch,76,94,18,bicycle,65,79,14
springsale,25,30,5,protectorsolar,44,51,7,stayathomedad,68,80,12,costcohaul,31,48,17,,,,,autobrush,73,90,17,fuel,39,49,10
luxurybag,71,76,5,bedtimeroutine,43,47,4,calebhammer,22,30,8,healthydinner,72,89,17,,,,,aromadiffuser,31,45,14,cleanest,60,67,7
workoutset,79,84,5,footcare,9,12,3,emptynester,62,70,8,whitechocolate,37,50,13,,,,,datacenter,11,23,12,firstcar,63,69,6
southerncharm,33,36,3,spf50,42,45,3,femalefounders,78,86,8,hamburger,57,70,13,,,,,panelsolar,74,86,12,daytonabeach,45,50,5
everydaybag,87,90,3,maryruths,57,60,3,globaltrade,79,87,8,fundrink,28,40,12,,,,,cargadorportátil,42,52,10,carproblems,58,63,5
confidentvibes,12,14,2,ghkcu,25,26,1,coinbase,61,68,7,yogurtbowl,29,41,12,,,,,powerstation,44,54,10,autodetailing,12,16,4
slaymode,13,15,2,prhaul,69,70,1,coupons,30,36,6,историяизжизни,69,80,11,,,,,minifanportable,50,59,9,supercars,34,38,4
funnyrelatable,18,20,2,hairlossrescue,76,77,1,househacking,70,76,6,frozenyogurt,75,86,11,,,,,galaxyprojector,71,80,9,minitruck,66,70,4
crocs,26,28,2,slime,1,1,0,loanforgiveness,55,59,4,tiktokgo,35,45,10,,,,,ipadaccessories,40,48,8,carcare,8,10,2
denim,30,32,2,tanning,2,2,0,multipleincomestreams,92,96,4,granola,62,71,9,,,,,fastcharge,12,19,7,malibu,26,28,2
mothersdaygiftideas,35,37,2,springnails,3,3,0,ict,19,22,3,carrotcake,52,59,7,,,,,comfyfit,21,28,7,carhacks,28,30,2
sheintrends,83,85,2,complimentary,7,7,0,saas,44,47,3,starbucksorder,71,78,7,,,,,portablepower,34,40,6,towing,33,35,2
gymshorts,92,94,2,bubble,11,11,0,inheritance,71,74,3,crawfishboil,45,51,6,,,,,mobiletech,45,51,6,duke,25,26,1
beautyboss,11,12,1,beautyroutine,32,32,0,springmarket,88,91,3,dairyqueen,54,60,6,,,,,homeappliances,49,55,6,harleydavidsonlifestyle,31,32,1
summerlooks,34,35,1,peptide,5,4,-1,llc,5,7,2,cocinafacil,60,65,5,,,,,smarttools,77,83,6,tint,42,43,1
momfinds,62,63,1,cuidadohair,6,5,-1,buildinpublic,21,23,2,aguafresca,67,72,5,,,,,tacticalflashlight,85,91,6,ebike,1,1,0
spring,1,1,0,acnetreatment,15,14,-1,livingtrust,33,35,2,foodreviews,27,31,4,,,,,grabadora,91,97,6,aviation,2,2,0
bikini,2,2,0,beautyfinds,18,17,-1,moneygoals,47,49,2,olivegarden,38,42,4,,,,,galaxys26ultra,39,44,5,detailing,3,3,0
swimsuit,5,5,0,oil,8,6,-2,daytrade,65,67,2,eastercandy,78,82,4,,,,,bloodpressuremonitor,16,20,4,cardetailing,4,4,0
softaesthetic,9,9,0,cabello,10,8,-2,savemoneytips,36,37,1,crawfishseason,65,68,3,,,,,vacuummop,27,31,4,clean🧼,13,13,0
sparkleandshine,16,16,0,selfcareroutine,12,10,-2,financialindependence,91,92,1,energydrinks,5,6,1,,,,,homeelectronics,26,29,3,vevor,14,14,0
womensfashion,23,23,0,mensgrooming,22,20,-2,entrepreneurlife,2,2,0,alani,7,8,1,,,,,techfinds,4,6,2,emoto,15,15,0
whimsy,29,29,0,photobooth,29,27,-2,moneymindset,4,4,0,groundbeef,94,95,1,,,,,vloggingcamera,14,16,2,gasolina,20,20,0
bra,31,31,0,diylashes,40,38,-2,dollargeneral,13,13,0,worldoffrozen,1,1,0,,,,,coolhill,54,56,2,yozma,21,21,0
rossfinds,45,45,0,selftan,48,46,-2,socialmediatips,20,20,0,disneyadventureworld,2,2,0,,,,,findmy,75,77,2,tucson,23,23,0
heydude,74,74,0,sunprotection,65,63,-2,leadgeneration,45,45,0,7brew,4,4,0,,,,,vacuumcleaner,3,4,1,carculture,37,37,0
bagtok,81,81,0,curvlife,75,73,-2,trusts,50,50,0,dutchbros,9,9,0,,,,,handheldfan,9,10,1,wagon,87,87,0
youneedthis,99,99,0,springmakeup,98,96,-2,ownership,90,90,0,bourbon,33,33,0,,,,,voicerecorder,25,26,1,jetta,97,97,0
springfashion,4,3,-1,sensitiveskin,16,13,-3,homebuying,7,6,-1,easycooking,74,74,0,,,,,cameras,29,30,1,carwash,6,5,-1
tiktokshopstockup,7,6,-1,gluelesswigs,45,42,-3,credittips,25,24,-1,burger,6,5,-1,,,,,solarlights,1,1,0,wheelie,7,6,-1
cleanaesthetic,8,7,-1,beetlesgelpolish,84,81,-3,moneytalk,27,26,-1,tastetest,8,7,-1,,,,,poweroutage,2,2,0,flames,32,31,-1
sandals,22,21,-1,pdrn,13,9,-4,tjrtrades,53,52,-1,cakedecorating,12,11,-1,,,,,airpurifier,5,5,0,projectcar,35,34,-1
matchingset,40,39,-1,ycz,19,15,-4,entrepreneurship,3,1,-2,crawfish,14,13,-1,,,,,cordlessvacuum,7,7,0,teslatok,78,77,-1
bikinifashion,47,46,-1,french,20,16,-4,tjr,11,9,-2,caffeine,15,14,-1,,,,,3dprinter,8,8,0,maybach,86,85,-1
springoutfits,48,47,-1,productos,27,23,-4,integrity,35,33,-2,healthyrecipe,21,20,-1,,,,,techessentials,18,18,0,jeeplife,9,7,-2
bedazzled,57,56,-1,starterpicks,39,35,-4,xauusd,41,39,-2,chocolatecoveredstrawberries,47,46,-1,,,,,seese,36,36,0,gasstation,10,8,-2
summersandals,61,60,-1,selftanner,61,57,-4,grantfunding,58,56,-2,bloomnutrition,18,16,-2,,,,,remotemonitoring,99,99,0,gmt800,11,9,-2
shipping,65,64,-1,showerroutine,23,18,-5,wholesalerealestate,74,72,-2,chilis,19,17,-2,,,,,digitalcameras,10,9,-1,squatttedtrucks🤢,41,39,-2
romper,69,68,-1,matureskin,33,28,-5,assistedliving,84,82,-2,margarita,23,21,-2,,,,,techlife,33,32,-1,gmt900,64,62,-2
supplier,94,93,-1,cuidadodelcabello,36,31,-5,businessgrowth,6,3,-3,chai,25,23,-2,,,,,lamparasolar,64,63,-1,hondaboat,73,71,-2
prom,6,4,-2,mouthwash,49,44,-5,taxseason,8,5,-3,mariscos,26,24,-2,,,,,ecoflow,15,13,-2,ultrabee,27,24,-3
naturalglow,10,8,-2,antesydespues,58,53,-5,fintok,46,43,-3,foodprep,56,54,-2,,,,,airpurifiers,68,66,-2,caterpillar,48,45,-3
