Apparel_hashtag,Apparel_rank_today,Apparel_rank_prev_state,Apparel_rank_delta,Beauty_Personal_Care_hashtag,Beauty_Personal_Care_rank_today,Beauty_Personal_Care_rank_prev_state,Beauty_Personal_Care_rank_delta,Financial_Services_hashtag,Financial_Services_rank_today,Financial_Services_rank_prev_state,Financial_Services_rank_delta,Food_Beverage_hashtag,Food_Beverage_rank_today,Food_Beverage_rank_prev_state,Food_Beverage_rank_delta,Home_Improvement_hashtag,Home_Improvement_rank_today,Home_Improvement_rank_prev_state,Home_Improvement_rank_delta,Tech_Electronics_hashtag,Tech_Electronics_rank_today,Tech_Electronics_rank_prev_state,Tech_Electronics_rank_delta,Vehicle_Transportation_hashtag,Vehicle_Transportation_rank_today,Vehicle_Transportation_rank_prev_state,Vehicle_Transportation_rank_delta
allblack,34,58,24,peekaboohair,57,86,29,usaupdate,47,79,32,camarones,59,87,28,,,,,iphone18,49,98,49,snowblower,47,92,45
bedazzled,57,72,15,peekaboo,25,47,22,sidemoney,41,67,26,birthdaydinner,29,56,27,,,,,waterproofphoneholder,43,85,42,partybus,54,98,44
promisering,67,79,12,cleanskinclub,69,87,18,richtok,71,95,24,coffeebar,44,67,23,,,,,iphoneandroid,53,93,40,snowplow,33,73,40
matchingset,28,39,11,dysonairwrap,47,60,13,banklogstut,64,85,21,tismalla,57,80,23,,,,,ipadgirly,41,78,37,cinematicvideo,38,69,31
aritzia,68,77,9,howtogetpr,80,93,13,debtpayoffjourney,36,56,20,shawarma,47,69,22,,,,,telephone,38,70,32,longhorn,31,60,29
handmadewithlove,85,94,9,freeforms,19,31,12,systems,68,88,20,chinatown,42,61,19,,,,,standmixer,64,95,31,bubbarig🌾,45,72,27
alo,51,59,8,gettingready,73,85,12,easysidehustle,74,93,19,granola,58,77,19,,,,,creality,32,54,22,chipeo12voltio,40,62,22
pandora,48,55,7,грвм,55,66,11,customersuccess,30,47,17,breadmaking,64,82,18,,,,,skullcandy,55,77,22,123millionviews,43,61,18
vintagevibes,55,62,7,dyson,49,59,10,childtaxcredit,49,65,16,appetizer,76,94,18,,,,,tws,22,43,21,highclass,32,47,15
allblackfit,86,93,7,colormixing,33,42,9,customerexperience,46,58,12,popcorn,16,30,14,,,,,applestore,63,84,21,leanrig,77,91,14
vendor,63,69,6,slimeasmr,14,22,8,itin,52,64,12,homemadebread,32,46,14,,,,,phonechargerstand,52,72,20,toofast,68,81,13
baddiealert,35,40,5,scenttrap,42,50,8,finacialfreedom,59,68,9,thingstodoinla,53,65,12,,,,,handmassager,42,61,19,monstertruck,18,27,9
cityglam,36,41,5,makeuphaul,68,74,6,preciousmetals,78,87,9,snackplate,80,92,12,,,,,osmopocket3,26,41,15,caraccessoriesforwomen,41,49,8
