Apparel_hashtag,Apparel_rank_today,Apparel_rank_prev_state,Apparel_rank_delta,Beauty_Personal_Care_hashtag,Beauty_Personal_Care_rank_today,Beauty_Personal_Care_rank_prev_state,Beauty_Personal_Care_rank_delta,Financial_Services_hashtag,Financial_Services_rank_today,Financial_Services_rank_prev_state,Financial_Services_rank_delta,Food_Beverage_hashtag,Food_Beverage_rank_today,Food_Beverage_rank_prev_state,Food_Beverage_rank_delta,Home_Improvement_hashtag,Home_Improvement_rank_today,Home_Improvement_rank_prev_state,Home_Improvement_rank_delta,Tech_Electronics_hashtag,Tech_Electronics_rank_today,Tech_Electronics_rank_prev_state,Tech_Electronics_rank_delta,Vehicle_Transportation_hashtag,Vehicle_Transportation_rank_today,Vehicle_Transportation_rank_prev_state,Vehicle_Transportation_rank_delta
prom2026,8,45,37,centella,49,74,25,extremecouponing,34,59,25,dintaifung,42,73,31,,,,,fitnesswatch,62,96,34,duke,3,21,18
promdress,9,34,25,bedazzling,55,79,24,coupons,22,40,18,crawfishboil,22,52,30,,,,,compactyetpowerful,46,79,33,mudding,43,56,13
bikinifashion,49,72,23,purito,70,94,24,frugal,45,62,17,crawfishseason,35,54,19,,,,,powerstation,40,71,31,vesselpowersports,79,90,11
bridesmaids,68,84,16,gopure,68,91,23,ahorrointeligente,58,75,17,healthycooking,75,93,18,,,,,tacticalflashlight,64,87,23,fourwheeler,38,48,10
spring2026,78,90,12,maybelline,32,52,20,communitybuilding,66,83,17,granola,82,100,18,,,,,translator,41,60,19,rideout,44,54,10
ross,42,50,8,trim,31,44,13,swc,63,79,16,poppi,45,62,17,,,,,minifanportable,51,69,18,chipeo,42,51,9
hanes,81,89,8,sunprotection,53,66,13,buildyourfuture,83,99,16,costcohaul,41,56,15,,,,,sharkvacuum,18,33,15,e85,58,67,9
bikiniseason,73,80,7,squishyasmr,69,82,13,loanforgiveness,43,58,15,rockpaperfoodchallenge,80,95,15,,,,,vacuumseal,52,67,15,yozma,19,24,5
bedazzled,58,63,5,skintint,45,57,12,probate,32,46,14,fundrink,30,41,11,,,,,airpodcase,76,90,14,lowrider,18,22,4
goldenhourvibes,16,19,3,sunburn,27,38,11,successstory,24,37,13,cirkul,83,94,11,,,,,cameras,26,38,12,skyline,32,36,4
denim,23,26,3,theordinary,67,78,11,onlinemarketing,35,48,13,bentobox,29,39,10,,,,,bodymassager,70,81,11,wheelies,65,69,4
dubaiprincess,91,94,3,koreanlashlift,78,88,10,saas,38,51,13,erewhon,37,46,9,,,,,filament,34,44,10,emoto,14,17,3
prom,1,3,2,washday,39,48,9,coinbase,48,61,13,cocoa,26,34,8,,,,,ipadgirly,36,43,7,squatttedtrucks🤢,40,43,3
bikini,3,5,2,dermatology,71,80,9,brandbuilding,54,67,13,foodreviews,27,35,8,,,,,cargadorportátil,45,52,7,sprinter,68,71,3
softaesthetic,11,13,2,spf50,48,56,8,moneygoals,41,53,12,crawfish,9,15,6,,,,,inductionspeaker,23,29,6,hondaboat,74,77,3
swimwear,20,22,2,starterpicks,43,50,7,incomestreams,57,69,12,ceviche,34,40,6,,,,,наушники,30,36,6,longhorn,80,83,3
sheintrends,89,91,2,volufiline,76,83,7,stayathomedad,78,90,12,costcotiktok,73,79,6,,,,,galaxys26ultra,49,55,6,gmt900,92,95,3
goodwill,47,48,1,slimeasmr,10,16,6,blueprint,9,20,11,hamburger,74,80,6,,,,,phonemonitoring,56,62,6,takeover,55,57,2
henna,69,70,1,protectorsolar,47,53,6,taxsavings,50,60,10,egg,12,17,5,,,,,smarttools,69,74,5,g80,72,74,2
swimsuit,6,6,0,matureskinmakeup,65,71,6,digitalincome,25,34,9,sprite,46,51,5,,,,,phonerepair,24,28,4,clean🧼,11,12,1
cleanaesthetic,10,10,0,freeforms,25,30,5,wallstreet,21,29,8,margaritas,55,60,5,,,,,powergenerator,94,98,4,dirtbikes,15,16,1
balenciaga,40,40,0,deodorant,30,35,5,savemoneytips,33,41,8,healthyfood,8,12,4,,,,,digitalcameras,14,17,3,ultrabee,26,27,1
babydoll,51,51,0,liptint,44,49,5,grantfunding,42,50,8,chilis,16,20,4,,,,,fastcharge,17,20,3,malibu,28,29,1
primavera,77,77,0,selftanner,56,61,5,financial,44,52,8,margarita,20,24,4,,,,,bloodpressuremonitor,22,25,3,supercars,30,31,1
spring,2,1,-1,hyaluronicacid,60,65,5,solopreneur,64,72,8,traderjoeshaul,24,28,4,,,,,comfyfit,28,31,3,projectcar,48,49,1
looks,39,38,-1,photobooth,22,26,4,calebhammer,23,30,7,pinkdrink,57,61,4,,,,,techlife,37,40,3,panther,59,60,1
midsizefashion,56,55,-1,mouthwash,58,62,4,taxdeductions,70,76,6,traderjoesfoodreviews,60,64,4,,,,,summerhack,50,53,3,ebike,1,1,0
thatgirl,4,2,-2,cabellolargo,36,39,3,earnmoneyfromhome,4,9,5,frozenyogurt,72,76,4,,,,,airduster,80,83,3,mobiledetailer,76,76,0
minimalbeauty,14,12,-2,pinknails,51,54,3,onlineincome,11,16,5,7brewcoffee,19,22,3,,,,,airpurifier,4,6,2,firstcar,82,82,0
beautyboss,17,15,-2,skinbarrier,64,67,3,wealthmindset,12,17,5,yogurtbowl,44,47,3,,,,,techtrends,11,13,2,wheelie,8,7,-1
confidentvibes,18,16,-2,tintedmoisturizer,66,69,3,buildinpublic,17,22,5,starbucks,1,3,2,,,,,3dprinter,6,7,1,digrig,16,15,-1
slaymode,19,17,-2,ugccreator,7,9,2,timefreedom,30,35,5,fruits,14,16,2,,,,,drones,10,11,1,bikers,29,28,-1
springfashion,7,4,-3,cuidadodelcabello,41,43,2,tax,10,14,4,energydrinks,10,11,1,,,,,cordlessvacuum,13,14,1,harleydavidsonlifestyle,35,34,-1
whimsy,30,27,-3,lashclusters,5,6,1,taxrefund,20,24,4,sourdoughtok,18,19,1,,,,,alarm,9,9,0,trocasperronas,69,68,-1
southerncharm,31,28,-3,peptide,6,7,1,financetips,15,18,3,treatmaker,25,26,1,,,,,portablepower,47,47,0,detailing,5,3,-2
rossfinds,50,47,-3,french,20,21,1,moneytalk,28,31,3,cheeseburger,28,29,1,,,,,dji,2,1,-1,hondagang,52,50,-2
polkadot,67,64,-3,bbcream,33,34,1,tiktokads,68,71,3,fruit,4,4,0,,,,,solarlights,3,2,-1,fordbronco,81,79,-2
naturalglow,13,9,-4,eadem,95,96,1,crm,71,74,3,7brew,5,5,0,,,,,cleanair,20,18,-2,minitruck,83,81,-2
sparkleandshine,15,11,-4,slime,1,1,0,homeownership,8,10,2,dutchbros,6,6,0,,,,,audifonosbluetooth,25,23,-2,cardetailing,7,4,-3
tiktokshopstockup,12,7,-5,tanning,2,2,0,tjr,13,15,2,tastetest,7,7,0,,,,,vloggingcamera,27,24,-3,autodetailing,21,18,-3
summerlooks,28,23,-5,footcare,14,14,0,taxtips,19,21,2,electrolytes,13,13,0,,,,,poweroutage,7,3,-4,vevor,22,19,-3
springoutfit,34,29,-5,cabello,15,15,0,integrity,26,28,2,arbys,31,31,0,,,,,techfinds,8,4,-4,aviation,6,2,-4
temufinds,54,49,-5,springnails,4,3,-1,financialaudit,31,33,2,chai,32,32,0,,,,,technews,12,8,-4,mercedes,9,5,-4
