Apparel_hashtag,Apparel_rank_today,Apparel_rank_prev_state,Apparel_rank_delta,Beauty_Personal_Care_hashtag,Beauty_Personal_Care_rank_today,Beauty_Personal_Care_rank_prev_state,Beauty_Personal_Care_rank_delta,Financial_Services_hashtag,Financial_Services_rank_today,Financial_Services_rank_prev_state,Financial_Services_rank_delta,Food_Beverage_hashtag,Food_Beverage_rank_today,Food_Beverage_rank_prev_state,Food_Beverage_rank_delta,Home_Improvement_hashtag,Home_Improvement_rank_today,Home_Improvement_rank_prev_state,Home_Improvement_rank_delta,Tech_Electronics_hashtag,Tech_Electronics_rank_today,Tech_Electronics_rank_prev_state,Tech_Electronics_rank_delta,Vehicle_Transportation_hashtag,Vehicle_Transportation_rank_today,Vehicle_Transportation_rank_prev_state,Vehicle_Transportation_rank_delta
promnight,44,100,56,drgroot,44,74,30,banco,40,75,35,rockpaperfoodchallenge,58,92,34,,,,,translator,32,66,34,stgeorgeutah,77,92,15
promseason,54,99,45,hairstruggles,67,96,29,scalper,64,87,23,fajitas,63,93,30,,,,,samsungs26ultra,45,70,25,shell,84,99,15
bluedress,57,89,32,herbalessences,33,54,21,easymoneyallday,52,72,20,cookiecake,69,97,28,,,,,borescope,70,93,23,jupiter,51,62,11
juniorprom,42,62,20,curlyhairfail,47,65,18,tradingview,72,92,20,pizzatime,46,70,24,,,,,electricbill,73,94,21,panther,28,37,9
sherrihill,51,71,20,simplebeauty,49,66,17,coinbase,27,42,15,историяизжизни,47,71,24,,,,,ventiladorportatil,47,67,20,daytonabeach,31,39,8
reddress,41,55,14,hyaluronicacid,40,55,15,taxsavings,55,70,15,healthycooking,32,55,23,,,,,laserpointer,79,99,20,450,89,96,7
seniorprom,9,20,11,euphoriamakeup,61,75,14,taxrelief,76,89,13,mountaindew,42,60,18,,,,,batterypack,53,71,18,minitruck,38,44,6
oldnavy,66,76,10,spaday,37,49,12,consumerrights,48,60,12,blackstonegriddle,51,69,18,,,,,hometheater,23,36,13,vesselpowersports,47,53,6
everydaywear,70,77,7,bedazzling,52,64,12,probate,20,31,11,simplemeals,60,78,18,,,,,cargadorportátil,41,54,13,harleydavidsonlifestyle,11,16,5
pacificnorthwest,25,31,6,mommymakeover,68,80,12,cryptoinvesting,34,45,11,foodideas,50,67,17,,,,,galaxys26,60,73,13,carmeet,8,12,4
summervibes☀️,69,73,4,newproduct,72,83,11,usmarket,17,27,10,cottagebakery,49,65,16,,,,,heatingpad,21,32,11,cleanest,22,26,4
sweatpantsset,90,94,4,eadem,58,67,9,doortodoorsales,70,79,9,bento,56,72,16,,,,,phonechargers,65,76,11,truckshow,73,77,4
prom2026,2,5,3,undereye,82,91,9,entrepreneurjourney,24,32,8,coffeecart,65,80,15,,,,,fitnesswatch,50,60,10,leanrig🛝,72,75,3
funnyrelatable,10,13,3,squishyasmr,50,58,8,seguros,38,46,8,mangostickyrice,76,91,15,,,,,reparaciones,71,80,9,surronlbx,88,91,3
summerdresses,71,74,3,protectorsolar,27,34,7,smc,41,49,8,softservemargarita,48,62,14,,,,,earbudheadphones,91,100,9,rideout,23,25,2
shortsset,85,88,3,starterpicks,30,37,7,buildinpublic,10,17,7,acaibowls,52,66,14,,,,,portableairconditioners,55,62,7,yz250f,58,60,2
promdress,5,7,2,glowymakeup,38,45,7,wealthymindset,15,22,7,tortilla,64,76,12,,,,,bugzapper,19,25,6,wheelie,1,2,1
relatableaf,8,9,1,centella,54,61,7,segurosdevida,89,96,7,erewhon,27,38,11,,,,,digitalcameras,10,15,5,757,13,14,1
slaymode,29,30,1,torriden,65,72,7,startupjourney,92,99,7,fundrinks,40,51,11,,,,,coolhill,29,34,5,squatttedtrucks🤢,17,18,1
springoutfit,35,36,1,kojicacid,77,84,7,blueprint,4,10,6,peeps,62,73,11,,,,,raspberrypi,59,64,5,race,3,3,0
prom,1,1,0,french,15,21,6,founderlife,46,52,6,nightmarket,88,99,11,,,,,gravastar,90,95,5,emoto,4,4,0
swimwear,21,21,0,spraytan,25,31,6,payment,63,69,6,popupbagels,79,89,10,,,,,sonictoothbrush,92,97,5,yozma,5,5,0
summer2026,22,22,0,cuidadodelcabello,29,35,6,salestraining,50,55,5,trufru,23,32,9,,,,,turbofan,18,22,4,digrig,6,6,0
twopieceset,24,24,0,skintific,34,40,6,earnmoneyfromhome,3,7,4,buttercream,33,42,9,,,,,phonemonitoring,54,58,4,nolarp,7,7,0
summerlooks,27,27,0,ghkcu,21,26,5,financial,19,23,4,crawfishseason,37,46,9,,,,,touchscreenearbuds,74,78,4,ultrabee,9,9,0
confidentvibes,28,28,0,skin1004,22,27,5,trusts,60,64,4,cirkulwaterbottle,66,75,9,,,,,cooling,11,14,3,challenger,20,20,0
whimsy,32,32,0,gopure,23,28,5,businessstrategy,6,9,3,crawfishboil,17,25,8,,,,,ereader,36,39,3,gas,2,1,-1
fashiongoals,37,37,0,squishytoys,71,76,5,futureofwork,9,12,3,whatsfordinner,25,33,8,,,,,jblspeaker,76,79,3,sbr,12,11,-1
maxidress,45,45,0,beautyfinds,13,17,4,integrity,11,14,3,cuttingmix,29,37,8,,,,,electronics,5,7,2,usedcars,14,13,-1
wirelessbra,75,75,0,pixie,18,22,4,realestateinvestor,12,15,3,cirkul,35,43,8,,,,,robotics,6,8,2,towing,18,17,-1
spring,3,2,-1,sunburn,20,24,4,markets,45,48,3,dessertlover,53,61,8,,,,,alarm,8,10,2,e85,80,79,-1
tiktokshopstockup,4,3,-1,wavytalk,26,30,4,taxtok,62,65,3,healthyswaps,55,63,8,,,,,ventilador,15,17,2,autodetailing,10,8,-2
bikini,7,6,-1,peptide,6,9,3,retirementplanning,14,16,2,homemaker,75,82,7,,,,,noveltygadgets,16,18,2,waymo,43,41,-2
sparkleandshine,17,16,-1,complimentary,7,10,3,grantfunding,18,20,2,starbuck,77,84,7,,,,,usbrechargeablefan,46,48,2,sqauttedtrucks🤮,65,63,-2
cleanaesthetic,18,17,-1,paronychia,89,92,3,leadgeneration,33,35,2,cakepop,93,100,7,,,,,robots,4,5,1,ranger,25,22,-3
naturalglow,19,18,-1,pdrn,12,14,2,globaleconomy,49,51,2,samsclub,11,16,5,,,,,voicerecorder,22,23,1,bicycle,26,23,-3
sunglasses,20,19,-1,deodorant,16,18,2,usd,84,86,2,bentobox,19,24,5,,,,,portableac,28,29,1,starkvarg,27,24,-3
usbeauty,34,33,-1,curvlife,41,43,2,wealthbuilding,1,2,1,grillingseason,22,26,4,,,,,summerhack,30,31,1,приора,32,29,-3
summerdress,36,35,-1,promhair,57,59,2,realestatetips,2,3,1,foodprep,41,45,4,,,,,portablefan,1,1,0,yz85,83,80,-3
tanktop,39,38,-1,neutrogena,79,81,2,accounting,35,36,1,takeout,73,77,4,,,,,solarlights,2,2,0,fordf150,37,33,-4
giftformom,40,39,-1,tiktokbeauty,3,4,1,bankruptcy,37,38,1,nopales,82,86,4,,,,,techtips,3,3,0,rider,39,35,-4
