Apparel_hashtag,Apparel_rank_today,Apparel_rank_prev_state,Apparel_rank_delta,Beauty_Personal_Care_hashtag,Beauty_Personal_Care_rank_today,Beauty_Personal_Care_rank_prev_state,Beauty_Personal_Care_rank_delta,Financial_Services_hashtag,Financial_Services_rank_today,Financial_Services_rank_prev_state,Financial_Services_rank_delta,Food_Beverage_hashtag,Food_Beverage_rank_today,Food_Beverage_rank_prev_state,Food_Beverage_rank_delta,Home_Improvement_hashtag,Home_Improvement_rank_today,Home_Improvement_rank_prev_state,Home_Improvement_rank_delta,Tech_Electronics_hashtag,Tech_Electronics_rank_today,Tech_Electronics_rank_prev_state,Tech_Electronics_rank_delta,Vehicle_Transportation_hashtag,Vehicle_Transportation_rank_today,Vehicle_Transportation_rank_prev_state,Vehicle_Transportation_rank_delta
funnyrelatable,18,29,11,lorealistar,63,89,26,creditunion,59,98,39,viralcoffee,20,59,39,,,,,zapper,65,90,25,caraccessoriesforgirls,59,94,35
relatableaf,12,20,8,brightening,60,83,23,taxsavings,56,85,29,buschlight,56,95,39,,,,,studentessentials,69,93,24,transmission,60,92,32
workwear,79,87,8,getunreadywithme,76,97,21,d2d,33,59,26,eusun,32,69,37,,,,,touchscreenearbuds,66,89,23,powerwasher,70,95,25
giftformom,29,35,6,firmskin,37,56,19,marketingdeafiliados,51,76,25,coconutwater,46,73,27,,,,,pritom,75,92,17,dashcamusa,63,72,9
summervibes☀️,71,75,4,arencia,51,69,18,segurosdevida,60,84,24,hydrationtips,66,90,24,,,,,helpfulgadgets,43,59,16,vinylwrap,78,86,8
sunglasses,13,16,3,euphoriamakeup,49,64,15,femalefounders,75,96,21,coffeecart,59,82,23,,,,,pinkphonecharger,64,80,16,drivingfail,75,82,7
usbeauty,30,33,3,cleaningredients,52,67,15,insurancetips,54,73,19,prebioticsoda,34,54,20,,,,,travelheadphones,62,76,14,bicycle,37,41,4
womenshirt,67,70,3,volufiline,30,44,14,springmarket,74,92,18,giftedbybloom,73,93,20,,,,,phonechargers,67,78,11,camperlife,45,49,4
original,7,9,2,bareanatomy,85,98,13,orderflow,76,94,18,healthydrinks,80,99,19,,,,,techlife,31,41,10,dealer,73,77,4
springfashion,9,11,2,hairwashday,66,78,12,financialadvice,41,55,14,healthyswaps,43,61,18,,,,,translator,51,61,10,cardeals,33,35,2
summerstyle,10,12,2,skintific,31,42,11,doortodoorsales,67,81,14,fruta,39,55,16,,,,,campingfan,44,53,9,dashcamlessons,69,71,2
