Apparel_hashtag,Apparel_rank_today,Apparel_rank_prev_state,Apparel_rank_delta,Beauty_Personal_Care_hashtag,Beauty_Personal_Care_rank_today,Beauty_Personal_Care_rank_prev_state,Beauty_Personal_Care_rank_delta,Financial_Services_hashtag,Financial_Services_rank_today,Financial_Services_rank_prev_state,Financial_Services_rank_delta,Food_Beverage_hashtag,Food_Beverage_rank_today,Food_Beverage_rank_prev_state,Food_Beverage_rank_delta,Home_Improvement_hashtag,Home_Improvement_rank_today,Home_Improvement_rank_prev_state,Home_Improvement_rank_delta,Tech_Electronics_hashtag,Tech_Electronics_rank_today,Tech_Electronics_rank_prev_state,Tech_Electronics_rank_delta,Vehicle_Transportation_hashtag,Vehicle_Transportation_rank_today,Vehicle_Transportation_rank_prev_state,Vehicle_Transportation_rank_delta
stpatricksdayoutfit,24,87,63,koreanlashlift,52,78,26,daytrade,52,78,26,frutas,51,85,34,,,,,translator,27,64,37,dakota,18,45,27
shamrock,37,93,56,hairday,32,49,17,retiro,69,95,26,guinness,18,44,26,,,,,tapo,64,99,35,carproblems,50,73,23
stpattysday,8,49,41,lorealistar,53,70,17,traderlife,74,96,22,shirleytemple,53,76,23,,,,,coolhill,39,65,26,technician,67,89,22
swimwear,9,18,9,selftanner,48,64,16,smallbusinessgrowth,63,83,20,carrot,45,67,22,,,,,sleepearbuds,70,91,21,wagon,60,76,16
sunglasses,10,19,9,tanningbed,78,93,15,customerexperience,68,88,20,empanadas,78,95,17,,,,,soundcard,62,80,18,ridewithme,76,92,16
confidenceboost,14,21,7,cuidadohair,29,37,8,savemoneytips,27,46,19,cosina,81,96,15,,,,,datacenter,18,32,14,carculture,5,17,12
tiktokshopjumpstartsale,7,13,6,paronychia,76,84,8,moneygoals,39,57,18,krispykreme,22,35,13,,,,,flashforge,35,49,14,bunker,48,60,12
funnyrelatable,28,34,6,slimes,77,85,8,swc,51,68,17,dutchbroscoffee,32,38,6,,,,,borescope,73,87,14,sbr,30,41,11
closetcleanout,91,97,6,ojerastips,44,51,7,badcredit,54,71,17,erewhon,47,52,5,,,,,homeelectronics,22,34,12,cheapcars,57,68,11
scrubs,50,54,4,matureskinmakeup,51,58,7,buildyourfuture,80,97,17,margaritas,70,74,4,,,,,durabilitytest,76,88,12,e85,39,48,9
springfashion,4,5,1,eyecare,62,69,7,tradingview,57,73,16,dutchbros,6,8,2,,,,,tacticalflashlight,80,92,12,ceramic,82,87,5
swimsuit,5,6,1,bedtimeroutine,33,39,6,estateplanning,22,37,15,watertok,66,68,2,,,,,cameras,15,25,10,bakersfield,8,12,4
softaesthetic,11,12,1,squishyasmr,82,88,6,realestateeducation,43,58,15,worldoffrozen,1,1,0,,,,,surveillance,25,35,10,shoplife,77,81,4
simplyluxurious,36,37,1,deodorant,17,22,5,stayathomemomlife,31,45,14,disneyadventureworld,2,2,0,,,,,samsungs26ultra,26,36,10,carsforsale,36,39,3
spring,1,1,0,lash,20,25,5,downpaymentassistance,37,51,14,tastetest,9,9,0,,,,,portablepower,28,38,10,longhorn,59,62,3
