Apparel_hashtag,Apparel_rank_today,Apparel_rank_prev_state,Apparel_rank_delta,Beauty_Personal_Care_hashtag,Beauty_Personal_Care_rank_today,Beauty_Personal_Care_rank_prev_state,Beauty_Personal_Care_rank_delta,Financial_Services_hashtag,Financial_Services_rank_today,Financial_Services_rank_prev_state,Financial_Services_rank_delta,Food_Beverage_hashtag,Food_Beverage_rank_today,Food_Beverage_rank_prev_state,Food_Beverage_rank_delta,Home_Improvement_hashtag,Home_Improvement_rank_today,Home_Improvement_rank_prev_state,Home_Improvement_rank_delta,Tech_Electronics_hashtag,Tech_Electronics_rank_today,Tech_Electronics_rank_prev_state,Tech_Electronics_rank_delta,Vehicle_Transportation_hashtag,Vehicle_Transportation_rank_today,Vehicle_Transportation_rank_prev_state,Vehicle_Transportation_rank_delta
tiktokshopcreatorpick,55,78,23,gopure,66,76,10,founderlife,46,60,14,snackplate,60,82,22,,,,,cargadorportátil,25,59,34,airbus,62,82,20
bootsandhats,16,38,22,bodywash,27,36,9,cpa,35,48,13,koreanbbq,75,92,17,,,,,waterheater,51,79,28,madeinjapan,27,43,16
coldweather,22,44,22,2016makeup,2,10,8,incometax,47,59,12,mealplan,58,74,16,,,,,officeessentials,57,76,19,snowremoval,35,48,13
wildheart,15,36,21,ghkcu,37,44,7,impuestosusa,82,94,12,wheninmanila,77,93,16,,,,,skullcandy,72,91,19,caraccessoriesforgirls,61,72,11
aritzia,78,98,20,cleanskinclub,80,87,7,1099,83,95,12,breadmaking,79,95,16,,,,,vacuummop,64,81,17,carmusthaves,20,30,10
prettygardensweatsuit,50,68,18,hairproduct,28,33,5,taxpreparer,39,49,10,foodreviews,34,47,13,,,,,fastcharge,17,30,13,usairforce,44,54,10
bedazzled,69,84,15,glowymakeup,59,64,5,finacialfreedom,65,74,9,daveshotchicken,61,71,10,,,,,sharkvacuum,54,67,13,coldstart,18,27,9
texasbeauty,37,51,14,birthdaynails,88,93,5,usaupdate,79,88,9,simplemeals,91,99,8,,,,,compactyetpowerful,59,72,13,modified,47,55,8
sunsetaesthetic,36,49,13,cateyenails,42,46,4,savemoneytips,30,38,8,fromscratch,35,42,7,,,,,smarttech,37,49,12,cleetusmcfarland,32,39,7
smartglasses,86,99,13,pixie,43,47,4,topstep,42,50,8,savory,47,54,7,,,,,handwarmers,31,41,10,n55,66,73,7
southerncharm,10,21,11,hairflip,12,15,3,sidegigs,32,39,7,highproteinbreakfast,63,70,7,,,,,techdeals,55,65,10,carbuild,74,81,7
simplyluxurious,68,79,11,eyepatches,60,63,3,businesstok,37,44,7,hotchocolate,53,59,6,,,,,audiophile,78,87,9,driverslicense,14,20,6
tiktokcreatorpicks,63,73,10,drmelaxinpeelshot,79,82,3,debtpayoffjourney,50,56,6,starter,66,72,6,,,,,stagelighting,65,73,8,usnavy,17,23,6
loungedresses,84,94,10,grayhair,67,69,2,financetok,20,25,5,bajablast,30,35,5,,,,,earmuffheadphones,80,88,8,carknowledge,60,65,5
baddiealert,39,48,9,cyklar,76,78,2,estateplanning,23,28,5,shirleytemple,46,50,4,,,,,tws,36,43,7,carsforsale,36,40,4
workoutset,77,86,9,blush,11,12,1,livingtrust,14,18,4,pregnancycraving,52,55,3,,,,,datacenter,47,53,6,clean🧼,9,12,3
californiagirl,31,39,8,ultabeautyworld,54,55,1,taxtips,15,19,4,chickfila,5,7,2,,,,,vacuumsealer,68,74,6,expensive,12,15,3
cowgirlstyle,32,40,8,nailsdesign,74,75,1,shopify,12,15,3,sourdoughbread,8,10,2,,,,,telephone,75,80,5,bubba,22,25,3
bridalfashion,80,88,8,slime,1,1,0,brandbuilding,80,83,3,7brewcoffee,37,39,2,,,,,kneemassager,52,56,4,highclass,54,56,2
shipping,74,81,7,glittermakeup,9,9,0,tradingjourney,88,91,3,spicybowls,39,41,2,,,,,magneticcharger,29,32,3,seatcushion,55,57,2
californiadreamin,7,13,6,bald,18,18,0,savings,9,11,2,seconddate,4,5,1,,,,,sleepheadbandwithbluetooth,32,35,3,carcare,6,7,1
usbeauty,29,35,6,basedbodyworks,19,19,0,entrepreneurtok,34,36,2,kitchenhacks,7,8,1,,,,,osmopocket3,34,37,3,digrigs🌾,10,11,1
pandora,53,59,6,freeforms,29,29,0,taxes,1,2,1,bread,10,11,1,,,,,desktop,49,52,3,flames,16,17,1
warm,57,63,6,settingspray,31,31,0,earnmoneyfromhome,13,14,1,highproteinmeals,11,12,1,,,,,iphoneandroid,63,66,3,jumpstarter,25,26,1
chanel,13,18,5,columbiasc,52,52,0,retirementplanning,22,23,1,costcofinds,12,13,1,,,,,airduster,81,84,3,squattedtrucks🤢,1,1,0
southernbelle,28,33,5,sensitiveskincare,61,61,0,savingschallenge,26,27,1,7brew,13,14,1,,,,,electrickettle,87,90,3,carcrash,2,2,0
winteroutfit,47,52,5,browshaping,85,85,0,settlement,41,42,1,drpepper,14,15,1,,,,,voicerecorder,46,48,2,drift,3,3,0
