Apparel_hashtag,Apparel_rank_today,Apparel_rank_prev_state,Apparel_rank_delta,Beauty_Personal_Care_hashtag,Beauty_Personal_Care_rank_today,Beauty_Personal_Care_rank_prev_state,Beauty_Personal_Care_rank_delta,Financial_Services_hashtag,Financial_Services_rank_today,Financial_Services_rank_prev_state,Financial_Services_rank_delta,Food_Beverage_hashtag,Food_Beverage_rank_today,Food_Beverage_rank_prev_state,Food_Beverage_rank_delta,Home_Improvement_hashtag,Home_Improvement_rank_today,Home_Improvement_rank_prev_state,Home_Improvement_rank_delta,Tech_Electronics_hashtag,Tech_Electronics_rank_today,Tech_Electronics_rank_prev_state,Tech_Electronics_rank_delta,Vehicle_Transportation_hashtag,Vehicle_Transportation_rank_today,Vehicle_Transportation_rank_prev_state,Vehicle_Transportation_rank_delta
staywarm,7,48,41,paleta,66,92,26,finacialfreedom,63,100,37,breakfasttime,52,94,42,,,,,techdeals,56,83,27,icyroads,47,89,42
invierno,8,46,38,грвм,75,94,19,sidemoney,36,68,32,spicybowls,62,93,31,,,,,standmixer,57,82,25,lexi,63,96,33
birkinbag,65,99,34,trippinwithtarte,62,78,16,1099,49,78,29,hmart,72,95,23,,,,,iphone18,71,93,22,caraccessorymusthave,42,72,30
warm,32,60,28,bronzer,77,91,14,palantir,64,87,23,whataburger,71,90,19,,,,,filament,55,71,16,snowplow,17,34,17
alo,34,57,23,slimeasmr,17,29,12,blueprint,31,51,20,spicybowl,53,66,13,,,,,packagingmachine,58,74,16,coldstart,5,21,16
goodwill,35,55,20,dyson,85,95,10,trusts,34,54,20,sourdoughbaking,46,57,11,,,,,bloodpressurecheck,69,85,16,daddysmoney,66,75,9
carhartt,80,100,20,matureskin,31,38,7,fintok,53,69,16,soupdumplings,66,76,10,,,,,usbdrive,74,89,15,sqauttedtrucks🤮,77,86,9
pandora,48,66,18,washday,54,61,7,financialtips,55,71,16,homemadebread,31,40,9,,,,,smarttech,54,67,13,yozma,22,30,8
beanie,81,97,16,tartecosmetics,5,11,6,dollargeneral,7,20,13,daveshotchicken,65,73,8,,,,,tripode,66,79,13,snowplowing,53,61,8
winteroutfit,43,58,15,hairroutine,19,24,5,entrepreneurjourney,66,79,13,lasagna,73,81,8,,,,,hightechgadgets,18,30,12,snowblower,31,38,7
goldenhourvibes,14,26,12,peekaboo,40,45,5,childtaxcredit,43,55,12,dumplings,26,31,5,,,,,bocina,83,94,11,chop,41,48,7
bedazzled,57,67,10,eyepatches,60,65,5,sidehustles,8,19,11,starter,84,89,5,,,,,ipadaccessories,68,78,10,leanrig,90,97,7
cleanaesthetic,12,21,9,mensgrooming,28,32,4,daytradingtips,52,63,11,treatmaker,32,35,3,,,,,kindletok,76,86,10,westtexas,3,9,6
softaesthetic,11,19,8,freeforms,36,40,4,earnmoneyfromhome,11,21,10,shawarma,51,54,3,,,,,androidtablet,88,98,10,snowremoval,6,11,5
sparkleandshine,15,23,8,basedbodyworks,24,27,3,banklogstut,65,75,10,restaurants,96,99,3,,,,,3dprinter,9,18,9,clean🧼,7,12,5
cutevibes,18,25,7,hairjourney,52,55,3,tradingview,71,81,10,cheesecake,10,12,2,,,,,steamiron,35,44,9,wintersucks,40,45,5
glamgirl,20,27,7,messybun,59,62,3,moneymatters,56,65,9,fundrink,70,72,2,,,,,powerstrip,43,52,9,madeinjapan,1,4,3
thriftfinds,29,35,6,settingspray,64,67,3,priceaction,58,67,9,sourdough,3,4,1,,,,,kindlegirlie,6,12,6,squatttedtrucks🤢,33,36,3
crochettiktok,62,68,6,slime,1,3,2,floridarentals,89,98,9,brookeandjubal,4,5,1,,,,,privacy,7,13,6,bubba,25,27,2
vintagevibes,56,61,5,dollartree,3,5,2,beginnerfriendly,17,25,8,biscoff,16,17,1,,,,,surveillance,34,38,4,monstertruck,38,40,2
polkadot,85,90,5,naturalglow,4,6,2,entrepreneurmindset,19,27,8,boba,20,21,1,,,,,waterheater,72,76,4,avalanche,83,85,2
coldweather,1,5,4,blush,14,16,2,taxpreparer,33,41,8,worldoffrozen,1,1,0,,,,,heater,4,7,3,flames,13,14,1
beautyboss,16,20,4,colormixing,45,47,2,taxes2025,44,52,8,disneyadventureworld,2,2,0,,,,,tablet,8,11,3,drift,2,2,0
gloves,55,59,4,lipstick,11,12,1,founderlife,51,59,8,seconddateupdate,6,6,0,,,,,spaceheater,12,15,3,digrigs🌾,11,10,-1
slaymode,19,22,3,glow,12,13,1,systems,85,93,8,seconddate,7,7,0,,,,,bambulab,14,17,3,winterdriving,51,50,-1
matchingset,36,38,2,gifted,16,17,1,taxtime,50,57,7,sourdoughtok,19,19,0,,,,,kindleaccessories,23,26,3,emoto,8,6,-2
thrifting,5,6,1,scalphealth,50,51,1,easysidehustle,77,84,7,dunkindonuts,27,27,0,,,,,handwarmers,26,29,3,carcrash,4,1,-3
thrift,6,7,1,drmelaxin,9,9,0,taxtips,18,24,6,yogurt,29,29,0,,,,,osmopocket3,29,31,2,wanghaf,93,90,-3
chanel,27,28,1,hairgrowth,2,1,-1,impuestos,20,26,6,nespresso,34,34,0,,,,,wifi,5,6,1,gmt800,12,8,-4
blackfriday,33,34,1,dollartreefinds,8,7,-1,livingtrust,22,28,6,heartcake,63,63,0,,,,,heatingpad,13,14,1,subwoofer,23,19,-4
giftforhim,38,39,1,concealer,15,14,-1,fba,25,31,6,7brew,14,13,-1,,,,,jbl,19,20,1,teslatok,45,41,-4
needlepoint,49,50,1,slickback,27,26,-1,customerexperience,28,34,6,chinatown,60,59,-1,,,,,electrictoothbrush,36,37,1,sold,30,25,-5
holidayhaul,54,54,0,hairtransition,32,31,-1,llc,9,14,5,savory,80,79,-1,,,,,skullcandy,65,66,1,chipeo12voltio,70,65,-5
prom2026,84,84,0,gurwm,49,48,-1,tradingmindset,81,86,5,sourdoughbread,11,9,-2,,,,,innovation,1,1,0,usanavy,29,23,-6
tiktokshopholidayhaul,2,1,-1,selftan,57,56,-1,womeninbusiness,6,10,4,chickfila,12,10,-2,,,,,ipad,2,2,0,123millionviews,57,51,-6
tiktokshopblackfriday,3,2,-1,dysonairwrap,80,79,-1,shopify,13,17,4,costcofinds,18,16,-2,,,,,kindle,3,3,0,carhacks,14,7,-7
tiktokshopcybermonday,4,3,-1,medicubeskincare,30,28,-2,taxtok,26,30,4,girldinner,22,20,-2,,,,,iphonewallpaper,16,16,0,usedcars,20,13,-7
smallbusinessowner,9,8,-1,prpackage,44,42,-2,taxhelp,62,66,4,chocolatecoveredstrawberries,30,28,-2,,,,,actioncamera,50,49,-1,cinematicvideo,60,53,-7
giftforher,10,9,-1,pixie,51,49,-2,creatoreconomy,30,33,3,sourdoughforbeginners,44,42,-2,,,,,kindlecase,93,91,-2,carseatcover,91,84,-7
giftsforher,37,36,-1,loreal,61,59,-2,personalfinance,5,7,2,muffins,50,48,-2,,,,,kindlepaperwhite,25,22,-3,centralvalley,28,20,-8
allblack,72,71,-1,estheticiantiktok,13,10,-3,irs,10,12,2,soda,17,14,-3,,,,,honormagic8pro,44,41,-3,tint,26,16,-10
chromehearts,75,74,-1,heatlesscurls,18,15,-3,lifeinsurance,16,18,2,microbakery,67,64,-3,,,,,chargingstation,27,23,-4,1of1,34,24,-10
weddingdress,26,24,-2,antiagingskincare,37,34,-3,homebuyingtips,21,23,2,sourdoughstarter,15,11,-4,,,,,wifiextender,31,27,-4,luxurysuv,49,39,-10
burlingtonfinds,96,94,-2,whiteningstrips,38,35,-3,contentstrategy,27,29,2,courtneycook,40,36,-4,,,,,voicerecorder,63,59,-4,caressentials,39,28,-11
moodyaesthetic,42,37,-5,ultabeauty,6,2,-4,taxprofessional,41,43,2,kitchenhacks,13,8,-5,,,,,ios26wallpaper,24,19,-5,chipeo,44,33,-11
piercing,22,16,-6,femininehygiene,23,19,-4,debtpayoffjourney,60,62,2,meat,28,23,-5,,,,,luzled,60,54,-6,expensive,27,15,-12
