Apparel_hashtag,Apparel_rank_today,Apparel_rank_prev_state,Apparel_rank_delta,Beauty_Personal_Care_hashtag,Beauty_Personal_Care_rank_today,Beauty_Personal_Care_rank_prev_state,Beauty_Personal_Care_rank_delta,Financial_Services_hashtag,Financial_Services_rank_today,Financial_Services_rank_prev_state,Financial_Services_rank_delta,Food_Beverage_hashtag,Food_Beverage_rank_today,Food_Beverage_rank_prev_state,Food_Beverage_rank_delta,Home_Improvement_hashtag,Home_Improvement_rank_today,Home_Improvement_rank_prev_state,Home_Improvement_rank_delta,Tech_Electronics_hashtag,Tech_Electronics_rank_today,Tech_Electronics_rank_prev_state,Tech_Electronics_rank_delta,Vehicle_Transportation_hashtag,Vehicle_Transportation_rank_today,Vehicle_Transportation_rank_prev_state,Vehicle_Transportation_rank_delta
primavera,35,80,45,frenchtip,54,84,30,springmarket,50,81,31,crawfishseason,48,90,42,,,,,chargingcables,34,94,60,cardecor,39,73,34
spring2026,60,100,40,slimes,60,80,20,multipleincomestreams,57,88,31,crawfishboil,30,68,38,,,,,fitnesswatch,35,95,60,avalon,71,92,21
swimwear,17,33,16,haircaretipsa,63,81,18,familydollar,35,54,19,ube,43,66,23,,,,,bodymassager,51,84,33,rideout,34,54,20
prom2026,27,43,16,esteticista,65,82,17,itin,53,71,18,girlscoutcookies,63,82,19,,,,,homeelectronics,15,40,25,cleanest,40,60,20
bikini,3,16,13,bedazzling,43,56,13,emptynester,38,53,15,microbakery,69,88,19,,,,,tacticalflashlight,65,90,25,lbx,58,78,20
denimshorts,85,98,13,washday,35,46,11,palantir,68,83,15,littlecaesars,47,65,18,,,,,stb,32,56,24,jupiter,79,97,18
swimsuit,5,17,12,selftanner,53,64,11,fba,16,25,9,fundrinks,75,93,18,,,,,grabadora,64,85,21,lakehavasu,81,99,18
springvibes,41,52,11,consejosdecuidadodelapiel,83,93,10,aidropshipping,82,90,8,ceviche,27,44,17,,,,,honormagic8lite,8,27,19,minitruck,65,82,17
sheintrends,82,93,11,pinknails,33,41,8,moneytalk,25,32,7,frozenyogurt,61,78,17,,,,,aromadiffuser,19,38,19,waymo,67,84,17
summersandals,57,67,10,sensitiveskincare,82,90,8,fintok,42,48,6,dintaifung,62,79,17,,,,,rechargeablelight,67,86,19,kwiktrip,66,81,15
funnyrelatable,19,24,5,trim,19,25,6,onlinemarketing,45,51,6,easycooking,77,91,14,,,,,minifanportable,38,52,14,lotus,76,90,14
minimalbeauty,11,15,4,matureskinmakeup,52,58,6,markets,61,67,6,bentobox,32,45,13,,,,,galaxys26,44,57,13,sqauttedtrucks🤮,82,96,14
promdress,26,30,4,eyepatch,55,61,6,datacenters,78,84,6,dutchbroscoffee,37,49,12,,,,,portablepower,23,35,12,tokyodrift,60,72,12
prom,2,5,3,squishyasmr,69,75,6,blueprint,13,18,5,nutella,55,67,12,,,,,bloodpressuremonitor,20,30,10,gasolina,14,25,11
cleanaesthetic,8,11,3,cuidadohair,10,15,5,scalping,94,99,5,acaibowls,78,89,11,,,,,coolhill,33,43,10,harleydavidsonlifestyle,18,29,11
bathingsuit,52,55,3,hairaccessories,57,62,5,calebhammer,33,37,4,crawfish,10,20,10,,,,,xtramuse,11,20,9,motovlog,56,67,11
polkadot,54,56,2,pixie,23,27,4,remotesales,88,92,4,pinkdrink,66,75,9,,,,,fastcharge,17,26,9,truckergirl,84,95,11
naturalglow,9,10,1,skincaretok,56,60,4,dollargeneral,7,10,3,mariscos,22,30,8,,,,,voicerecorder,22,29,7,yozma,8,18,10
whimsical,24,25,1,sharimohair,74,77,3,taxnews,66,69,3,storytimes,17,24,7,,,,,cameras,26,33,7,pilotlife,42,52,10
midsizefashion,50,51,1,waxjugasmr,66,68,2,moneymindset,5,7,2,chilis,15,21,6,,,,,securitycameras,74,80,6,sprinter,51,61,10
flipflops,63,64,1,althair,77,79,2,founderlife,24,26,2,dumpling,29,35,6,,,,,cordlessvacuum,9,11,2,carbuild,85,94,9
archive,90,91,1,footcare,7,8,1,successstory,29,31,2,healthycooking,80,86,6,,,,,digitalcameras,10,12,2,emoto,5,13,8
spring,1,1,0,french,15,16,1,moneymatters,34,36,2,dumplings,13,18,5,,,,,usefulproducts,62,64,2,ultrabee,12,20,8
sparkleandshine,6,6,0,gopure,47,48,1,saas,55,57,2,innout,18,23,5,,,,,airpods,2,3,1,firstcar,57,64,7
beautyboss,12,12,0,slime,1,1,0,moneymoves,20,21,1,bajablast,28,33,5,,,,,vacuumcleaner,4,5,1,fourwheeler,27,33,6
confidentvibes,13,13,0,tanning,2,2,0,integrity,23,24,1,erewhon,52,57,5,,,,,airpurifier,5,6,1,mobiledetailer,41,46,5
slaymode,14,14,0,selfcareroutine,6,6,0,buildinpublic,26,27,1,strawberry,8,12,4,,,,,3dprinter,7,8,1,supercars,13,17,4
sunglasses,18,18,0,stitchbraids,31,31,0,efficiency,46,47,1,olivegarden,36,40,4,,,,,airpod,18,19,1,skyline,22,26,4
sandals,20,20,0,lashmap,100,100,0,taxsavings,49,50,1,burger,5,8,3,,,,,ledstrip,59,60,1,swm,43,47,4
ross,38,38,0,springnails,4,3,-1,corporateburnout,97,98,1,dutchbros,6,9,3,,,,,innovation,1,1,0,4wheeler,61,65,4
twopieceset,23,22,-1,peptide,5,4,-1,digitalmarketing,1,1,0,starbucksdrinks,12,15,3,,,,,sharkvacuum,13,13,0,clean🧼,3,6,3
springsale,33,32,-1,oddlysatisfyingvideo,34,32,-2,entrepreneurlife,2,2,0,coffeedate,23,26,3,,,,,s26ultra,14,14,0,motorcycles,4,7,3
babydoll,37,36,-1,lash,36,34,-2,llc,9,9,0,bloomnutrition,25,28,3,,,,,vloggingcamera,16,16,0,autodetailing,11,14,3
bikiniseason,69,68,-1,showerroutine,20,17,-3,grantfunding,44,44,0,frutas,45,48,3,,,,,comfyfit,24,24,0,starkvarg,38,41,3
bagtok,87,86,-1,matureskin,25,22,-3,taxes,4,3,-1,pandaexpress,60,63,3,,,,,macbook,3,2,-1,digrig,7,9,2
springfashion,4,2,-2,lipcombos,86,83,-3,taxseason,6,5,-1,goodnovel,3,5,2,,,,,techfinds,6,4,-2,carcare,9,11,2
tiktokshopcreatorpick,59,57,-2,complimentary,11,7,-4,tax,12,11,-1,7brew,4,6,2,,,,,cargadorportátil,55,53,-2,e85,35,37,2
curvyfashion,78,76,-2,sensitiveskin,17,13,-4,taxrefund,21,20,-1,tastetest,9,11,2,,,,,packagingmachine,25,22,-3,cheapcars,72,74,2
