Apparel_hashtag,Apparel_rank_today,Apparel_rank_prev_state,Apparel_rank_delta,Beauty_Personal_Care_hashtag,Beauty_Personal_Care_rank_today,Beauty_Personal_Care_rank_prev_state,Beauty_Personal_Care_rank_delta,Financial_Services_hashtag,Financial_Services_rank_today,Financial_Services_rank_prev_state,Financial_Services_rank_delta,Food_Beverage_hashtag,Food_Beverage_rank_today,Food_Beverage_rank_prev_state,Food_Beverage_rank_delta,Home_Improvement_hashtag,Home_Improvement_rank_today,Home_Improvement_rank_prev_state,Home_Improvement_rank_delta,Tech_Electronics_hashtag,Tech_Electronics_rank_today,Tech_Electronics_rank_prev_state,Tech_Electronics_rank_delta,Vehicle_Transportation_hashtag,Vehicle_Transportation_rank_today,Vehicle_Transportation_rank_prev_state,Vehicle_Transportation_rank_delta
usbeauty,35,60,25,finehair,76,97,21,topstep,48,91,43,huevos,52,90,38,,,,,fastcharge,27,72,45,carsforsale,37,70,33
shipping,59,82,23,bodywash,25,42,17,propfirm,70,95,25,bonebroth,64,93,29,,,,,munbyn,32,74,42,seatcushion,68,93,25
californiadreamin,13,35,22,saiebeauty,84,100,16,itin,71,96,25,soupdumplings,56,82,26,,,,,desktop,50,85,35,carmount,24,43,19
wildheart,28,50,22,microneedling,28,43,15,taxtok,28,51,23,kitchengadgetfinds,62,85,23,,,,,waterheater,63,98,35,sqauttedtrucks🤮,66,81,15
bootsandhats,29,51,22,maryruths,35,50,15,childtaxcredit,73,94,21,snackplate,66,88,22,,,,,earmuffheadphones,74,99,25,madeinjapan,51,64,13
giftideasforher,67,89,22,ghkcu,41,56,15,trusts,57,76,19,southerncalifornia,76,97,21,,,,,portablenebulizer,35,56,21,restored,78,91,13
temufinds,63,83,20,viralrotatingcurlingiron,83,98,15,livingtrust,24,39,15,kitchengadgetmusthave,50,68,18,,,,,7in1chargingstation,72,93,21,caraccessoriesforgirls,65,77,12
southernbelle,24,42,18,hairremoval,34,48,14,businessmindset,36,48,12,tismalla,58,75,17,,,,,electrickettle,80,100,20,coldstart,26,34,8
sunsetaesthetic,36,54,18,browshaping,82,96,14,estateplanning,43,55,12,nosugar,82,98,16,,,,,bluetoothheadphones,36,53,17,snowremoval,50,57,7
warm,62,79,17,browartist,67,80,13,daytradingtips,46,58,12,coffe,59,74,15,,,,,ledscreen,30,43,13,flames,17,23,6
texasbeauty,39,55,16,cyklar,62,74,12,costofliving,31,42,11,mealplan,65,76,11,,,,,voicerecorder,47,59,12,vision,7,12,5
californiagirl,42,58,16,lashlift,63,75,12,customersuccess,34,44,10,coffeebar,40,50,10,,,,,sleepheadbandwithbluetooth,23,34,11,cross,4,8,4
blackfriday,14,28,14,prpackage,20,31,11,founderstory,58,68,10,pregnancycraving,57,67,10,,,,,compactyetpowerful,58,69,11,carhacks,11,15,4
giftsforhim,21,34,13,pdrn,27,37,10,taxreturn,91,100,9,granola,73,80,7,,,,,skullcandy,73,83,10,fix,20,24,4
nycstyle,34,47,13,greymarket,45,55,10,impuestos,26,34,8,wholefoods,16,21,5,,,,,blackfriday2025,55,62,7,dieseltruck,23,27,4
cityglam,46,59,13,teethwhiteningstrips,52,62,10,economía,52,60,8,sweetpotato,23,28,5,,,,,toptech,85,91,6,tire,43,47,4
