Apparel_hashtag,Apparel_rank_today,Apparel_rank_prev_state,Apparel_rank_delta,Beauty_Personal_Care_hashtag,Beauty_Personal_Care_rank_today,Beauty_Personal_Care_rank_prev_state,Beauty_Personal_Care_rank_delta,Financial_Services_hashtag,Financial_Services_rank_today,Financial_Services_rank_prev_state,Financial_Services_rank_delta,Food_Beverage_hashtag,Food_Beverage_rank_today,Food_Beverage_rank_prev_state,Food_Beverage_rank_delta,Home_Improvement_hashtag,Home_Improvement_rank_today,Home_Improvement_rank_prev_state,Home_Improvement_rank_delta,Tech_Electronics_hashtag,Tech_Electronics_rank_today,Tech_Electronics_rank_prev_state,Tech_Electronics_rank_delta,Vehicle_Transportation_hashtag,Vehicle_Transportation_rank_today,Vehicle_Transportation_rank_prev_state,Vehicle_Transportation_rank_delta
everydaybag,70,91,21,scalphealth,31,77,46,realestateeducation,58,89,31,krispykreme,35,61,26,,,,,emergencygear,55,95,40,bracket,10,59,49
workoutset,71,88,17,minoxidil,53,97,44,mortgagerates,42,70,28,easycooking,69,95,26,,,,,fitnesswatch,61,98,37,carbuyingtips,47,73,26
widelegpants,62,70,8,cuidadohair,37,60,23,trusts,39,64,25,lonche,30,55,25,,,,,otg,56,82,26,carwrap,53,72,19
comfystyle,77,85,8,kidshairstyles,67,80,13,tjrtrades,28,49,21,tiktokgo,51,73,22,,,,,gamingearbuds,66,89,23,tx2k,79,96,17
primavera,78,86,8,eyecare,69,82,13,seguros,61,79,18,culvers,54,76,22,,,,,aromadiffuser,29,44,15,vinylwrap,71,87,16
closet,75,82,7,accutane,77,86,9,livingtrust,36,47,11,carrot,67,89,22,,,,,packagingmachine,31,43,12,mobiledetailer,37,51,14
sheintrends,85,92,7,crochethair,90,98,8,inheritance,64,75,11,eastercandy,66,87,21,,,,,smartcamera,59,71,12,ambientlight,75,89,14
crocssandals,86,93,7,gluelesswigs,33,40,7,smallbusinessgrowth,83,92,9,foodprep,42,60,18,,,,,arduino,68,79,11,приора,31,42,11
wirelessbra,56,62,6,skincaretok,32,38,6,taxtok,69,77,8,proteindrink,79,97,18,,,,,audifonostraductores,21,29,8,motovlog,46,57,11
quietluxury,83,89,6,tummytuck,68,74,6,retirementplanning,11,18,7,burgers,23,36,13,,,,,portablepower,38,46,8,lml,63,74,11
highheels,92,98,6,makeuphack,43,48,5,daytrade,78,84,6,healthyrecipe,21,32,11,,,,,voicerecorder,26,31,5,carsforsale,39,49,10
cheetahprint,76,81,5,sensitiveskincare,73,78,5,womenentrepreneurs,80,86,6,dintaifung,32,42,10,,,,,datacenter,32,37,5,tokyodrift,44,54,10
tiktokshopjumpstartsale,13,17,4,neutrogena,74,79,5,homebuying,6,10,4,crunchy,24,33,9,,,,,audifonosbluetooth,14,18,4,lakehavasu,70,80,10
crossbodybag,38,42,4,koreanlashlift,78,83,5,bookkeeping,77,81,4,homemadebread,31,40,9,,,,,humanoid,48,51,3,gmt900,56,65,9
sandals,20,22,2,yczperfume,54,58,4,wealthmanagement,79,83,4,dutchbroscoffee,38,47,9,,,,,protectyourphone,50,52,2,autoaccessories,72,81,9
