Apparel_hashtag,Apparel_rank_today,Apparel_rank_prev_state,Apparel_rank_delta,Beauty_Personal_Care_hashtag,Beauty_Personal_Care_rank_today,Beauty_Personal_Care_rank_prev_state,Beauty_Personal_Care_rank_delta,Financial_Services_hashtag,Financial_Services_rank_today,Financial_Services_rank_prev_state,Financial_Services_rank_delta,Food_Beverage_hashtag,Food_Beverage_rank_today,Food_Beverage_rank_prev_state,Food_Beverage_rank_delta,Home_Improvement_hashtag,Home_Improvement_rank_today,Home_Improvement_rank_prev_state,Home_Improvement_rank_delta,Tech_Electronics_hashtag,Tech_Electronics_rank_today,Tech_Electronics_rank_prev_state,Tech_Electronics_rank_delta,Vehicle_Transportation_hashtag,Vehicle_Transportation_rank_today,Vehicle_Transportation_rank_prev_state,Vehicle_Transportation_rank_delta
simplyluxurious,35,45,10,bedazzling,79,94,15,globaltrade,70,100,30,cocoa,34,62,28,,,,,amazonalexa,51,83,32,highway,55,80,25
prom2026,45,54,9,curvlife,68,82,14,househacking,73,97,24,pinkdrink,61,86,25,,,,,smartcamera,58,81,23,ceramic,70,85,15
comfystyle,81,90,9,humanhairwig,24,37,13,realestateadvice,32,47,15,crawfishboil,52,75,23,,,,,uav,73,92,19,panther,60,74,14
weeklydeals,8,16,8,skincaretok,75,88,13,smartmoney,39,53,14,crawfishseason,54,74,20,,,,,airduster,83,99,16,carproblems,63,77,14
temufinds,49,56,7,luxuryhair,77,90,13,taxhelp,77,91,14,tiktokgo,49,68,19,,,,,homeelectronics,15,30,15,gaspricesaretoohigh,58,70,12
temu,30,36,6,sampletok,37,49,12,taxtok,65,78,13,camarones,45,63,18,,,,,autobrush,82,97,15,teslatok,85,96,11
naturalglow,9,14,5,photobooth,26,35,9,moneymatters,44,55,11,filipinofood,67,82,15,,,,,phonemonitoring,62,75,13,hondaboat,77,86,9
minimalbeauty,12,17,5,curlingiron,47,56,9,businessgrowth,4,12,8,cheeseburger,29,38,9,,,,,datacenter,21,33,12,americanairlines,91,100,9
funnyrelatable,14,19,5,kojicacid,87,96,9,successstory,37,45,8,littlecaesars,43,51,8,,,,,techhacks,35,47,12,classiccars,40,48,8
summerlooks,23,27,4,matureskinmakeup,71,79,8,businesstok,55,63,8,eastercandy,77,85,8,,,,,honormagic8lite,16,27,11,electricbike,47,55,8
prom,3,6,3,haircuttransformation,73,81,8,homesellingtips,43,50,7,margaritas,60,67,7,,,,,solarenergy,26,37,11,cardecor,65,72,7
cleanaesthetic,10,13,3,gluelesswigs,45,51,6,tax,14,20,6,healthydinner,81,88,7,,,,,cargadorportátil,52,63,11,atc,66,73,7
denim,26,29,3,protectorsolar,53,59,6,taxdeductions,76,82,6,viralbaking,87,94,7,,,,,наушники,36,46,10,wheelies,69,76,7
everydaybag,83,86,3,theordinary,78,84,6,financialeducation,23,28,5,margarita,24,30,6,,,,,samsungs26ultra,45,55,10,carseat,84,91,7
sunglasses,18,20,2,productos,27,32,5,calebhammer,30,35,5,bourbon,36,42,6,,,,,panelsolar,76,86,10,duke,21,27,6
sandals,20,22,2,skinbarrier,67,72,5,probate,46,51,5,dutchbroscoffee,38,44,6,,,,,techtrends,13,22,9,flames,39,45,6
womensfashion,21,23,2,bbcream,34,38,4,homebuyingtips,12,16,4,dairyqueen,58,64,6,,,,,ipadgirly,43,52,9,chipeo,51,57,6
flipflops,68,70,2,bodycareroutine,51,55,4,financetips,18,22,4,pasteles,65,71,6,,,,,vlogcamera,57,66,9,taller,93,99,6
curvyfashion,71,73,2,selftanner,61,65,4,wallstreet,29,33,4,mariscos,23,28,5,,,,,socket,86,95,9,usmilitary,14,19,5
viralfinds,87,89,2,selfcareroutine,11,14,3,homeselling,45,49,4,treatmaker,26,31,5,,,,,mobiletech,46,54,8,jeepgirl,30,35,5
thatgirl,2,3,1,scalphealth,40,42,2,daytrade,54,58,4,foodstory,30,35,5,,,,,vaccum,68,76,8,supercars,31,36,5
sparkleandshine,11,12,1,selftan,46,48,2,springmarket,68,72,4,sandiegohiddengems,50,55,5,,,,,inductionspeaker,29,36,7,ceramiccoating,37,42,5
springsale,24,25,1,spf50,56,58,2,homebuying,7,10,3,carrot,55,60,5,,,,,packingmachine,54,60,6,rideout,54,59,5
whimsy,27,28,1,lashclusters,6,7,1,wealthbuilding,8,11,3,starbucksorder,75,80,5,,,,,tacticalflashlight,87,93,6,longhorn,83,88,5
bra,31,32,1,pdrn,12,13,1,taxtips,21,24,3,costcotiktok,79,84,5,,,,,techtips,5,9,4,vesselpowersports,90,95,5
promdress,34,35,1,beautyfinds,19,20,1,integrity,28,31,3,starbucksdrinks,9,13,4,,,,,technews,8,12,4,caterpillar,45,49,4
nycstyle,42,43,1,mensgrooming,25,26,1,moneytalk,31,34,3,7brewcoffee,22,26,4,,,,,laserlevel,49,53,4,fourwheeler,48,52,4
maxidress,56,57,1,pixie,33,34,1,dollargeneral,13,15,2,fundrink,41,45,4,,,,,bodymassager,81,85,4,mecanica,52,56,4
bathingsuit,59,60,1,sunprotection,66,67,1,taxrefund,24,26,2,dutchbros,6,9,3,,,,,phonerepair,28,31,3,mud,42,44,2
summerready,79,80,1,mixsoon,72,73,1,grantfunding,50,52,2,crawfish,15,18,3,,,,,comfyfit,31,34,3,e85,67,69,2
spring,1,1,0,koreanlashlift,88,89,1,entrepreneurship,2,3,1,amadecasa,27,29,2,,,,,voicerecorder,32,35,3,clean🧼,12,13,1
