Apparel_hashtag,Apparel_rank_today,Apparel_rank_prev_state,Apparel_rank_delta,Beauty_Personal_Care_hashtag,Beauty_Personal_Care_rank_today,Beauty_Personal_Care_rank_prev_state,Beauty_Personal_Care_rank_delta,Financial_Services_hashtag,Financial_Services_rank_today,Financial_Services_rank_prev_state,Financial_Services_rank_delta,Food_Beverage_hashtag,Food_Beverage_rank_today,Food_Beverage_rank_prev_state,Food_Beverage_rank_delta,Home_Improvement_hashtag,Home_Improvement_rank_today,Home_Improvement_rank_prev_state,Home_Improvement_rank_delta,Tech_Electronics_hashtag,Tech_Electronics_rank_today,Tech_Electronics_rank_prev_state,Tech_Electronics_rank_delta,Vehicle_Transportation_hashtag,Vehicle_Transportation_rank_today,Vehicle_Transportation_rank_prev_state,Vehicle_Transportation_rank_delta
blackfridaydeals,78,95,17,scenttrap,50,92,42,commercialrealestate,37,58,21,fundrink,63,92,29,,,,,gadgetfinds,46,99,53,carplayscreen,57,80,23
coldweather,8,22,14,nailsdesign,55,74,19,palantir,59,78,19,sourdoughdiscard,75,100,25,,,,,wired,58,92,34,caraccessoriesforgirls,40,61,21
sportyjumpsuit,80,88,8,hairbrush,69,86,17,incometax,29,47,18,girlscoutcookies,64,85,21,,,,,hxdiw,50,77,27,ambientlighting,74,95,21
quarterzip,74,79,5,gopure,51,66,15,founderstory,44,60,16,chocoflan,59,78,19,,,,,officeessentials,34,57,23,chipeo12voltio,62,81,19
nycstyle,30,34,4,hiperpigmentación,76,91,15,ecommercetips,76,92,16,healthycooking,78,97,19,,,,,electrickettle,66,87,21,restored,64,83,19
rainydaylook,38,42,4,colormixing,42,55,13,mortgagerates,39,54,15,sourpatchkids,79,98,19,,,,,ios26wallpaper,31,50,19,carsoftiktok😈,50,68,18
miaminights,42,46,4,dyson,59,70,11,tradingjourney,73,88,15,birthdaydinner,56,67,11,,,,,blackfriday2025,71,90,19,svj,55,72,17
latinavibes,45,49,4,gettingready,85,96,11,realestateeducation,62,76,14,coffeereview,83,93,10,,,,,bestblackfriday,81,100,19,modulo,56,73,17
babyessentials,50,54,4,esteticista,53,63,10,moneyhabits,70,84,14,hotchocolate,44,53,9,,,,,powerstrip,40,58,18,quattro,34,50,16
simplyluxurious,64,68,4,consejosdecuidadodelapiel,67,75,8,fintok,50,62,12,easycooking,74,83,9,,,,,filament,51,69,18,chipeo,23,38,15
