Apparel_hashtag,Apparel_rank_today,Apparel_rank_prev_state,Apparel_rank_delta,Beauty_Personal_Care_hashtag,Beauty_Personal_Care_rank_today,Beauty_Personal_Care_rank_prev_state,Beauty_Personal_Care_rank_delta,Financial_Services_hashtag,Financial_Services_rank_today,Financial_Services_rank_prev_state,Financial_Services_rank_delta,Food_Beverage_hashtag,Food_Beverage_rank_today,Food_Beverage_rank_prev_state,Food_Beverage_rank_delta,Home_Improvement_hashtag,Home_Improvement_rank_today,Home_Improvement_rank_prev_state,Home_Improvement_rank_delta,Tech_Electronics_hashtag,Tech_Electronics_rank_today,Tech_Electronics_rank_prev_state,Tech_Electronics_rank_delta,Vehicle_Transportation_hashtag,Vehicle_Transportation_rank_today,Vehicle_Transportation_rank_prev_state,Vehicle_Transportation_rank_delta
swimwear,14,46,32,yellowteeth,50,86,36,swc,56,74,18,crawfishboil,25,82,57,,,,,clipfan,52,82,30,jupiter,59,88,29
festivalfashion,56,85,29,firmskin,61,84,23,usmarket,30,47,17,grillingseason,27,54,27,,,,,diveblues,51,77,26,cleanest,40,65,25
chattyvlog,66,94,28,skincaretok,59,80,21,retirementincome,82,99,17,cottagebakery,71,96,25,,,,,usbchargecable,81,99,18,trackhawk,63,87,24
prom2026,10,33,23,drgroot,56,74,18,cryptosecurity,76,91,15,crawfishseason,65,88,23,,,,,foldablefan,78,95,17,launch,60,80,20
minimalbeauty,36,59,23,nailsinspo,47,64,17,springmarket,80,95,15,aguafresca,74,97,23,,,,,stb,37,53,16,swm,66,86,20
promdress,11,32,21,squishytoys,60,77,17,financial,39,53,14,carneseca,56,73,17,,,,,camaras,63,79,16,sqauttedtrucks🤮,72,92,20
momfinds,50,65,15,sunburn,24,37,13,aave,68,80,12,softservemargarita,73,87,14,,,,,comfortableheadphones,46,61,15,wheelies,50,68,18
colorful,68,82,14,skintific,45,58,13,easymoneyallday,67,77,10,imdumb,60,70,10,,,,,handy,60,75,15,rideout,37,54,17
effortlessstyle,85,99,14,volufiline,53,65,12,fintok,36,43,7,fruta,79,89,10,,,,,summerhack,20,34,14,mobiledetailer,61,76,15
sweatpantsset,76,89,13,bubble,23,34,11,savemoneytips,21,27,6,frozenyogurt,82,92,10,,,,,pinkphonecharger,42,56,14,ecoboost,83,97,14
shortsset,80,93,13,diybeauty,83,94,11,fba,24,30,6,jelly,26,35,9,,,,,gamingearbuds,75,89,14,challenger,23,36,13
tiktokshopcreatorpick,72,84,12,herbalessences,75,85,10,siliconvalley,69,75,6,showcasemademebuyit,68,77,9,,,,,raspberrypi,66,78,12,starkvarg,38,51,13
