Apparel_hashtag,Apparel_rank_today,Apparel_rank_prev_state,Apparel_rank_delta,Beauty_Personal_Care_hashtag,Beauty_Personal_Care_rank_today,Beauty_Personal_Care_rank_prev_state,Beauty_Personal_Care_rank_delta,Financial_Services_hashtag,Financial_Services_rank_today,Financial_Services_rank_prev_state,Financial_Services_rank_delta,Food_Beverage_hashtag,Food_Beverage_rank_today,Food_Beverage_rank_prev_state,Food_Beverage_rank_delta,Home_Improvement_hashtag,Home_Improvement_rank_today,Home_Improvement_rank_prev_state,Home_Improvement_rank_delta,Tech_Electronics_hashtag,Tech_Electronics_rank_today,Tech_Electronics_rank_prev_state,Tech_Electronics_rank_delta,Vehicle_Transportation_hashtag,Vehicle_Transportation_rank_today,Vehicle_Transportation_rank_prev_state,Vehicle_Transportation_rank_delta
comfrt,37,69,32,teethwhiteningstrips,55,93,38,creatoreconomy,30,63,33,daveshotchicken,35,89,54,,,,,rechargeablelights,39,76,37,garageessential,59,96,37
looks,40,64,24,russianmanicure,69,91,22,moneyhabits,64,80,16,soupdumplings,55,85,30,,,,,munbyn,30,62,32,360camera,76,100,24
rekomendasi,45,67,22,cuidadohair,34,55,21,founderlife,59,72,13,pregnancycraving,68,95,27,,,,,usbccharger,69,97,28,luxurysuv,51,71,20
winteroutfit,46,66,20,barbertok,30,50,20,banks,73,84,11,microbakery,72,94,22,,,,,miniphone,36,56,20,123millionviews,35,54,19
loungewearsets,75,94,19,lashlift,64,84,20,lifeinsurance,13,23,10,sardines,63,84,21,,,,,fastcharge,62,82,20,chipeo12voltio,73,90,17
needlepoint,53,71,18,greymarket,45,62,17,taxes2025,63,73,10,dunkindonuts,19,39,20,,,,,stagelighting,73,93,20,junk,45,61,16
knitting,44,61,17,microneedling,31,47,16,realestateeducation,78,87,9,poppi,49,69,20,,,,,earmuffheadphones,80,99,19,squatttedtrucks🤢,32,45,13
temu,39,53,14,maryruths,47,63,16,credittips,42,48,6,breadmaking,67,83,16,,,,,dreame,57,73,16,cls,86,99,13
giftideasforher,84,97,13,mensgrooming,23,37,14,taxprofessional,44,50,6,7brewcoffee,38,53,15,,,,,starlink,32,45,13,modified,65,77,12
jumpsuitset,67,77,10,грвм,60,74,14,taxseason,4,9,5,lonche,34,48,14,,,,,7in1chargingstation,83,95,12,highclass,67,79,12
thriftfinds,24,33,9,nyxcosmetics,29,42,13,livingtrust,28,32,4,tendernism,46,57,11,,,,,datacenter,55,66,11,ambientlight,52,59,7
tiktokcreatorpicks,81,90,9,ghkcu,51,64,13,llc,21,24,3,snackplate,78,87,9,,,,,powerstrip,37,46,9,chipeo,43,49,6
cleanaesthetic,23,31,8,bellavitaluxury,65,78,13,mortgagerates,66,69,3,healthymeals,16,24,8,,,,,tecnología,35,43,8,carsoftiktok😈,68,74,6
sparkleandshine,25,32,7,facial,8,20,12,taxtime,92,95,3,7brew,7,14,7,,,,,3dprinter,6,11,5,bubbarig🌾,87,92,5
activewear,71,78,7,skin1004,33,45,12,daytrade,97,100,3,sourdoughforbeginners,37,43,6,,,,,smarttech,78,83,5,caraccident,12,15,3
quarterzip,85,92,7,dollartreefinds,6,16,10,daytrader,6,8,2,latteart,54,60,6,,,,,ipadaccessories,84,89,5,tire,41,44,3
chanel,15,21,6,beautyhack,73,83,10,creditrepair,14,16,2,cookingtips,42,47,5,,,,,massagegun,44,48,4,taxi,66,69,3
softaesthetic,22,28,6,skinbarrier,50,59,9,homebuyingtips,20,22,2,bajablast,47,52,5,,,,,compactyetpowerful,48,52,4,trx,30,32,2
southerncharm,14,19,5,pixie,59,68,9,impuestos,32,34,2,homemadebread,51,55,4,,,,,kindlecase,56,60,4,nycsubway,71,73,2
shopnow,83,88,5,productosdecabello,20,28,8,topstep,65,67,2,oysters,71,75,4,,,,,ecoflow,38,40,2,drift,4,5,1
whimsical,34,38,4,pdrn,36,44,8,finacialfreedom,86,88,2,chickfila,3,6,3,,,,,heatingpad,16,17,1,usanavy,18,19,1
goodwill,42,46,4,ultabeauty,10,17,7,makemoneyonline,5,6,1,sweetpotato,23,26,3,,,,,headphonesforsleeping,70,71,1,flames,22,23,1
