Apparel_hashtag,Apparel_rank_today,Apparel_rank_prev_state,Apparel_rank_delta,Beauty_Personal_Care_hashtag,Beauty_Personal_Care_rank_today,Beauty_Personal_Care_rank_prev_state,Beauty_Personal_Care_rank_delta,Financial_Services_hashtag,Financial_Services_rank_today,Financial_Services_rank_prev_state,Financial_Services_rank_delta,Food_Beverage_hashtag,Food_Beverage_rank_today,Food_Beverage_rank_prev_state,Food_Beverage_rank_delta,Home_Improvement_hashtag,Home_Improvement_rank_today,Home_Improvement_rank_prev_state,Home_Improvement_rank_delta,Tech_Electronics_hashtag,Tech_Electronics_rank_today,Tech_Electronics_rank_prev_state,Tech_Electronics_rank_delta,Vehicle_Transportation_hashtag,Vehicle_Transportation_rank_today,Vehicle_Transportation_rank_prev_state,Vehicle_Transportation_rank_delta
activewear,54,73,19,spraytan,35,59,24,xauusd,39,54,15,pinkdrink,64,97,33,,,,,digitalprivacy,56,95,39,driverslicense,57,89,32
momfinds,74,91,17,selftanner,60,82,22,financialadvice,44,58,14,snackideas,43,67,24,,,,,galaxys26,45,79,34,aircanada,61,92,31
bikiniseason,84,98,14,torriden,68,89,21,saas,57,70,13,refresher,59,81,22,,,,,wfhsetup,23,51,28,auction,40,67,27
mothersdaygiftideas,27,40,13,giftedbynative,62,81,19,extramoney,45,56,11,proteindrink,65,82,17,,,,,kindletok,57,83,26,ceramic,78,96,18
midsizefashion,57,70,13,herbalessences,79,97,18,moneyhabits,66,77,11,lowcarb,38,54,16,,,,,cargadorportátil,36,53,17,usedcars,24,40,16
bathingsuit,66,79,13,skinbarrier,50,63,13,buyingahome,71,82,11,dutchbroscoffee,46,62,16,,,,,lamparasolar,54,71,17,caterpillar,35,48,13
momstyle,68,81,13,axisy,84,96,12,swc,55,65,10,dairyqueen,73,88,15,,,,,translator,43,59,16,livingthedream,51,64,13
vacationoutfits,60,71,11,yellowteeth,64,74,10,badcredit,56,66,10,healthyrecipe,47,61,14,,,,,minifanportable,52,67,15,cleancar,76,88,12
springsale,64,75,11,acneproneskin,19,28,9,extremecouponing,78,86,8,strawberryacai,42,55,13,,,,,newenergy,48,62,14,fuel,43,54,11
summershoes,79,90,11,arencia,55,64,9,loanforgiveness,29,34,5,tiktokgo,66,79,13,,,,,linterna,62,76,14,carupgrade,48,59,11
womenfashion,58,68,10,lashlift,34,42,8,homeselling,38,43,5,margaritas,79,91,12,,,,,fitnesswatch,66,80,14,s550,60,70,10
sandals,29,38,9,hyaluronicacid,44,52,8,businesstok,58,63,5,bloomnutrition,29,40,11,,,,,creatorfinds,74,87,13,gasolina,26,35,9
